pre_x,pre_y
5450,0.890567784592597
5451,0.889234162015021
5452,0.888714288639314
5453,0.889057415289341
5454,0.890236869014181
5455,0.892178138846539
5456,0.894767439586615
5457,0.897854697743607
5458,0.901261310232161
5459,0.904786839497065
5460,0.90822575825518
5461,0.911381983613128
5462,0.91407981379091
5463,0.91616565716376
5464,0.917517159845992
5465,0.918053499999353
5466,0.917742208340323
5467,0.916602335786559
5468,0.914701674379771
5469,0.912150756701683
5470,0.909097677528866
5471,0.905720941175248
5472,0.902217294568648
5473,0.898789296887929
5474,0.895635406695767
5475,0.892938854856624
5476,0.890855448709206
5477,0.889507007226164
5478,0.888978747334145
5479,0.889310438878789
5480,0.890484839719173
5481,0.892428292611144
5482,0.895022716665932
5483,0.898115105693071
5484,0.901522055898948
5485,0.905038371687214
5486,0.908453038700663
5487,0.911565830187531
5488,0.914196822854464
5489,0.916190925628737
5490,0.917426187938293
5491,0.917825418573543
5492,0.917363922219413
5493,0.916071129177309
5494,0.914026387421125
5495,0.911352120117621
5496,0.908208178770656
5497,0.90478378507447
5498,0.901284174837909
5499,0.897917466932115
5500,0.894884180219798
5501,0.892365205461797
5502,0.890510390335704
5503,0.889433575360113
5504,0.889208411234154
5505,0.889856820084397
5506,0.891339585922538
5507,0.89356177865794
5508,0.896385916220741
5509,0.899640114824252
5510,0.903123875594272
5511,0.906620550532051
5512,0.909915581638557
5513,0.912811460389791
5514,0.915134697628557
5515,0.916741679442645
5516,0.917529920588031
5517,0.917449120053338
5518,0.916505777365095
5519,0.91476093792535
5520,0.912323274648796
5521,0.909342422468277
5522,0.906002425565302
5523,0.902509814405788
5524,0.899078639638622
5525,0.895918412735653
5526,0.893222557164469
5527,0.891155826750554
5528,0.889846818077584
5529,0.889384362455785
5530,0.889807702542327
5531,0.891094062854658
5532,0.893159131687142
5533,0.895870006576609
5534,0.899056222067313
5535,0.902516142998903
5536,0.906028192468785
5537,0.909369310371619
5538,0.912332144118062
5539,0.914734059889253
5540,0.916423022047112
5541,0.917288650498405
5542,0.917274487664124
5543,0.916383567100632
5544,0.914676087328085
5545,0.912261970682353
5546,0.909293581392036
5547,0.90595904535266
5548,0.902470209553027
5549,0.89904673131342
5550,0.895902970994208
5551,0.893236021789101
5552,0.891213117143643
5553,0.889964125474744
5554,0.889577398882897
5555,0.890089008073409
5556,0.891470124015835
5557,0.893628273475195
5558,0.89642100127769
5559,0.899667362890928
5560,0.90315539230526
5561,0.906655157851461
5562,0.909938513003097
5563,0.912796069100536
5564,0.915045774677543
5565,0.916540035754613
5566,0.917178358683591
5567,0.916919193671387
5568,0.915783366937138
5569,0.91384917634974
5570,0.911243695179495
5571,0.908135620089478
5572,0.90472734299002
5573,0.901240517247834
5574,0.897899552609038
5575,0.894918565193251
5576,0.892488685328122
5577,0.890766668619349
5578,0.88986939465642
5579,0.889867499246145
5580,0.890771518456841
5581,0.892522905935544
5582,0.895001756368309
5583,0.898041688786478
5584,0.901439835265643
5585,0.904966730290643
5586,0.90838403850417
5587,0.911465125808728
5588,0.91400859308213
5589,0.915845515505877
5590,0.916850143544518
5591,0.916954077668912
5592,0.916154008843883
5593,0.914509269133344
5594,0.912132924289925
5595,0.909183075097549
5596,0.905855856765973
5597,0.902373297616063
5598,0.898965712514042
5599,0.895856419869348
5600,0.893248876039253
5601,0.891314288244674
5602,0.890184281078585
5603,0.889945603374726
5604,0.890627439301712
5605,0.892188562584685
5606,0.894520226680769
5607,0.897461162069012
5608,0.900810056263099
5609,0.904335489213143
5610,0.907792651003196
5611,0.910945046169187
5612,0.913580639521159
5613,0.9155204007779
5614,0.916628741430265
5615,0.916828451127192
5616,0.916110055325442
5617,0.914529862792108
5618,0.912200340026863
5619,0.90928043199602
5620,0.905968406922977
5621,0.902490118868158
5622,0.899080785903248
5623,0.895968422690564
5624,0.893360465182362
5625,0.891431448861502
5626,0.890315578740671
5627,0.890101066001162
5628,0.890816863007445
5629,0.892419296077463
5630,0.894794884259137
5631,0.897775748724152
5632,0.901152869875805
5633,0.904687172366089
5634,0.908127541832504
5635,0.911233242621744
5636,0.913790055933071
5637,0.91561936105593
5638,0.916590068399169
5639,0.91663416882912
5640,0.915754746075649
5641,0.914021648017562
5642,0.911560179156858
5643,0.908541330658113
5644,0.905174311466166
5645,0.901693062979218
5646,0.898336909002817
5647,0.895333948878358
5648,0.892887564272826
5649,0.891165078463093
5650,0.89029159053916
5651,0.890342523459981
5652,0.891328111434374
5653,0.893182718765257
5654,0.895772313623656
5655,0.898910915130384
5656,0.902373327664737
5657,0.905908531993691
5658,0.909260832206846
5659,0.912191942533704
5660,0.914494755996819
5661,0.916003130996719
5662,0.916606782173731
5663,0.916265846040516
5664,0.915013775635796
5665,0.912948171107588
5666,0.910218212105165
5667,0.907016128820715
5668,0.90356811804073
5669,0.900117036630809
5670,0.896902581518941
5671,0.894145826952466
5672,0.892036392729627
5673,0.890723721345344
5674,0.890311607912068
5675,0.890846078330256
5676,0.892299148764879
5677,0.894566514908524
5678,0.897481830339373
5679,0.90083250611532
5680,0.904372317919977
5681,0.907839599660623
5682,0.910981076756159
5683,0.913570438316141
5684,0.915419213652455
5685,0.916389862452881
5686,0.91641271996959
5687,0.915494567322382
5688,0.913712782353766
5689,0.911201741287913
5690,0.908141895284823
5691,0.904752076013711
5692,0.901275225492236
5693,0.897957581501208
5694,0.895030808990247
5695,0.89269822533107
5696,0.891124568479382
5697,0.890430385927065
5698,0.890682525116246
5699,0.891876932688224
5700,0.893930062105942
5701,0.896689339129281
5702,0.899950371300225
5703,0.903470556946212
5704,0.906985664719264
5705,0.910233638285202
5706,0.912976043901429
5707,0.915010838198001
5708,0.916184747441151
5709,0.916410809660152
5710,0.915680197766061
5711,0.91405882601307
5712,0.91167344715817
5713,0.90869888835034
5714,0.905350281707324
5715,0.90187065883952
5716,0.898510175749341
5717,0.895506548184771
5718,0.893070433084148
5719,0.891374614171802
5720,0.890548092733079
5721,0.890667664139552
5722,0.891740744083772
5723,0.893693878637649
5724,0.896380752225858
5725,0.899599785506085
5726,0.903108731529826
5727,0.906640965650409
5728,0.909929261897951
5729,0.912728566994367
5730,0.91483000252899
5731,0.916073389329842
5732,0.916365175462117
5733,0.915691558321335
5734,0.914115839094023
5735,0.911763984132357
5736,0.908810824436488
5737,0.905472052091168
5738,0.901992371520951
5739,0.898624609559827
5740,0.895609283386878
5741,0.893159525860926
5742,0.89145030305285
5743,0.890612578540752
5744,0.890724884068709
5745,0.891795827889322
5746,0.893752013920637
5747,0.896445771021244
5748,0.899673012354096
5749,0.903188344510021
5750,0.906721885847722
5751,0.910003518431509
5752,0.912785970538308
5753,0.914859106994288
5754,0.916063074939954
5755,0.916306812967981
5756,0.915580930313476
5757,0.913953995646002
5758,0.911557059564201
5759,0.908569601528368
5760,0.905211568176818
5761,0.901730997394522
5762,0.898382507861162
5763,0.895406684864944
5764,0.893015100194894
5765,0.891380098283675
5766,0.890629316724169
5767,0.890836329545328
5768,0.892002419650343
5769,0.894045759583064
5770,0.896810807214292
5771,0.900086469161835
5772,0.903621346309268
5773,0.907141704849122
5774,0.910376572928955
5775,0.91308026666342
5776,0.915046257143056
5777,0.916121378735208
5778,0.916224914821399
5779,0.915359722055165
5780,0.913605897564703
5781,0.911104048857364
5782,0.908041836235424
5783,0.90464618417707
5784,0.901169374969663
5785,0.897866624955508
5786,0.894975935118195
5787,0.892703746933837
5788,0.891215805688787
5789,0.890631968112506
5790,0.891014956702372
5791,0.892351520895241
5792,0.894544757181142
5793,0.897426418003076
5794,0.900775129148658
5795,0.904331700156539
5796,0.907818870209628
5797,0.910967185845392
5798,0.913536072835463
5799,0.915327069053946
5800,0.916199617159281
5801,0.916090174550605
5802,0.91501994851336
5803,0.913084917474537
5804,0.910438241653677
5805,0.907278247661533
5806,0.903840434554537
5807,0.900381128901219
5808,0.897154363202548
5809,0.894392820503685
5810,0.892294599747925
5811,0.89101555209267
5812,0.890663773218854
5813,0.891285607813307
5814,0.89284724728041
5815,0.895232044169579
5816,0.898255992194429
5817,0.901685465317486
5818,0.905252975955707
5819,0.908679215188514
5820,0.911699060327724
5821,0.914080396170787
5822,0.915637155213018
5823,0.916247067338162
5824,0.915869498153162
5825,0.914548222141654
5826,0.912397567892612
5827,0.909585005761263
5828,0.906321099542033
5829,0.90285028730246
5830,0.89943157917908
5831,0.896315499512382
5832,0.89372662647769
5833,0.891851897825412
5834,0.890834502494182
5835,0.890766880890157
5836,0.891673696186409
5837,0.893495922936476
5838,0.896094488218012
5839,0.899268131843575
5840,0.902770231286024
5841,0.906325859197678
5842,0.909656212191218
5843,0.91250355960336
5844,0.914647484312064
5845,0.915918745479728
5846,0.916218742047514
5847,0.915534124823775
5848,0.913933510397548
5849,0.911550474895375
5850,0.908567715370208
5851,0.905208733515509
5852,0.901725967302242
5853,0.898378786372516
5854,0.895411545783706
5855,0.893038010591005
5856,0.89143160488128
5857,0.8907203446587
5858,0.890976874570689
5859,0.892199294185554
5860,0.894300376853375
5861,0.897117724630021
5862,0.900432514096546
5863,0.903985544587711
5864,0.907496639477998
5865,0.910690799099468
5866,0.913320720732374
5867,0.915180960983895
5868,0.916123766469082
5869,0.916078978431533
5870,0.915063259296584
5871,0.913170552327199
5872,0.910553535876419
5873,0.90741054546495
5874,0.903977737178469
5875,0.900513365717997
5876,0.897274235615448
5877,0.894495765218747
5878,0.892378453604591
5879,0.891080310385212
5880,0.890711526548507
5881,0.891320466409284
5882,0.89287470468222
5883,0.895257680629136
5884,0.898284119783349
5885,0.901718189164209
5886,0.905289705144277
5887,0.908716566166128
5888,0.911731141395385
5889,0.914099417750516
5890,0.915634476205814
5891,0.916214827823993
5892,0.915802447298698
5893,0.914444936506419
5894,0.912260664560358
5895,0.909420809532117
5896,0.906139338949769
5897,0.902663611196189
5898,0.899254548039952
5899,0.896163252798623
5900,0.893613527949259
5901,0.89179057351068
5902,0.890835328626662
5903,0.890836964082513
5904,0.891815024281805
5905,0.893704103216977
5906,0.896358875431717
5907,0.899572457910135
5908,0.903093301086958
5909,0.906643028551466
5910,0.909941665895373
5911,0.912732332522179
5912,0.914797089534709
5913,0.915971555790518
5914,0.916164995046661
5915,0.915373675394246
5916,0.913675383906618
5917,0.911211232807575
5918,0.908170264352397
5919,0.904781446448488
5920,0.901300663506825
5921,0.897987845554938
5922,0.89508533258838
5923,0.89280289296735
5924,0.891308873490206
5925,0.890725318195741
5926,0.891116470225206
5927,0.892469115155631
5928,0.894684278879398
5929,0.897589661975443
5930,0.900958455963243
5931,0.904525513825837
5932,0.908008129859069
5933,0.911132686494805
5934,0.91365601996969
5935,0.915379275087726
5936,0.916165023735734
5937,0.915956884356501
5938,0.914785811107488
5939,0.912757744048001
5940,0.910034717588514
5941,0.906823050273156
5942,0.903365104751883
5943,0.899921619798954
5944,0.896747834780751
5945,0.894074492518216
5946,0.892095333316396
5947,0.890960620091513
5948,0.890771028592951
5949,0.8915615245183
5950,0.893283571241705
5951,0.895805831115495
5952,0.898931423521182
5953,0.902415596279326
5954,0.905982706510953
5955,0.909350298377188
5956,0.912254997231275
5957,0.914470006286666
5958,0.915819093860911
5959,0.916196190128681
5960,0.915581415872817
5961,0.914039116623791
5962,0.911700693118402
5963,0.908747606822531
5964,0.90540261806215
5965,0.901918686036762
5966,0.898557222117399
5967,0.895565345724293
5968,0.893159694782435
5969,0.8915165036071
5970,0.890766637031398
5971,0.890986003726711
5972,0.892176216492441
5973,0.894252761209636
5974,0.897054427142885
5975,0.900362265015461
5976,0.903916031230402
5977,0.907433689628045
5978,0.910637777803876
5979,0.913278421443497
5980,0.915147897410979
5981,0.916096718870045
5982,0.916053904292803
5983,0.91503644799269
5984,0.913139497275984
5985,0.910517233367138
5986,0.907369468210113
5987,0.903933828573124
5988,0.900470005159381
5989,0.897235926020206
5990,0.894467544328288
5991,0.892365325445548
5992,0.891086933701304
5993,0.890741902080697
5994,0.891377229188576
5995,0.892958281696249
5996,0.895365848431627
5997,0.898411918856808
5998,0.901857960579874
5999,0.90543145118755
6000,0.908848805788985
